label,text,text_length,processed_text
ham,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",145,new theori argument win situat lose person dont argu ur friend kick amp say im alway correct
spam,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,145,u secret admir look make contact ufind rreveal think ur specialcal
ham,Tomarrow final hearing on my laptop case so i cant.,51,tomarrow final hear laptop case cant
ham,PLEASSSSSSSEEEEEE TEL ME V AVENT DONE SPORTSx,45,pleassssssseeeee tel v avent done sportsx
ham,"Okay. No no, just shining on. That was meant to be signing, but that sounds better.",83,okay shine meant sign sound better
ham,"Although i told u dat i'm into baig face watches now but i really like e watch u gave cos it's fr u. Thanx 4 everything dat u've done today, i'm touched...",155,although told u dat im baig face watch realli like e watch u gave co fr u thanx everyth dat uve done today im touch
ham,U don't remember that old commercial?,37,u dont rememb old commerci
ham,Too late. I said i have the website. I didn't i have or dont have the slippers,78,late said websit didnt dont slipper
ham,I asked you to call him now ok,30,ask call ok
ham,Kallis wont bat in 2nd innings.,31,kalli wont bat nd inning
ham,It didnt work again oh. Ok goodnight then. I.ll fix and have it ready by the time you wake up. You are very dearly missed have a good night sleep.,146,didnt work oh ok goodnight ill fix readi time wake dearli miss good night sleep
spam,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,150,congratul ur award cd voucher gift guarante free entri wkli draw txt music tnc
ham,Ranjith cal drpd Deeraj and deepak 5min hold,44,ranjith cal drpd deeraj deepak min hold
ham,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",179,wen ur lovabl bcum angri wid u dnt take serious coz angri childish n true way show deep affect care n luv kettoda manda nice day da
ham,What you doing?how are you?,27,doinghow
ham,"Ups which is 3days also, and the shipping company that takes 2wks. The other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff.",179,up day also ship compani take wk way usp take week get lag may bribe nipost get stuff
ham,"I'm back, lemme know when you're ready",38,im back lemm know your readi
ham,Don't necessarily expect it to be done before you get back though because I'm just now headin out,97,dont necessarili expect done get back though im headin
ham,Mmm so yummy babe ... Nice jolt to the suzy,43,mmm yummi babe nice jolt suzi
ham,Where are you lover ? I need you ...,36,lover need
spam,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,154,tri contact repli offer video handset anytim network min unlimit text camcord repli call
ham,I���m parked next to a MINI!!!! When are you coming in today do you think?,74,i���m park next mini come today think
ham,Yup,3,yup
ham,Anyway i'm going shopping on my own now. Cos my sis not done yet. Dun disturb u liao.,85,anyway im go shop co si done yet dun disturb u liao
ham,MY NO. IN LUTON 0125698789 RING ME IF UR AROUND! H*,51,luton ring ur around h
spam,Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698,121,hey realli horni want chat see nake text hot text charg pm unsubscrib text stop
ham,Why you Dint come with us.,26,dint come us
ham,Same. Wana plan a trip sometme then,35,wana plan trip sometm
ham,"Not sure yet, still trying to get a hold of him",47,sure yet still tri get hold
spam,Ur ringtone service has changed! 25 Free credits! Go to club4mobiles.com to choose content now! Stop? txt CLUB STOP to 87070. 150p/wk Club4 PO Box1146 MK45 2WT,159,ur rington servic chang free credit go clubmobilescom choos content stop txt club stop pwk club po box mk wt
ham,The evo. I just had to download flash. Jealous?,47,evo download flash jealou
spam,Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.,133,rington club get uk singl chart mobil week choos top qualiti rington messag free charg
ham,"Come to mu, we're sorting out our narcotics situation",53,come mu sort narcot situat
ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay.",147,night end anoth day morn come special way may smile like sunni ray leav worri blue blue bay
spam,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,155,hmv bonu special pound genuin hmv voucher answer easi question play send hmv info
ham,"Usf I guess, might as well take 1 car",37,usf guess might well take car
ham,No objection. My bf not coming.,31,object bf come
ham,Thanx...,8,thanx
ham,Tell rob to mack his gf in the theater,38,tell rob mack gf theater
ham,"Awesome, I'll see you in a bit",30,awesom ill see bit
ham,Just sent it. So what type of food do you like?,47,sent type food like
ham,All done? All handed in? Celebrations in full swing yet?,56,done hand celebr full swing yet
ham,You got called a tool?,22,got call tool
ham,\Wen u miss someone,19,wen u miss someon
ham,Ok. I asked for money how far,29,ok ask money far
ham,Okie...,7,oki
ham,"Yeah I think my usual guy's still passed out from last night, if you get ahold of anybody let me know and I'll throw down",121,yeah think usual guy still pass last night get ahold anybodi let know ill throw
ham,"K, I might come by tonight then if my class lets out early",58,k might come tonight class let earli
ham,Ok..,4,ok
ham,hi baby im cruisin with my girl friend what r u up 2? give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx,148,hi babi im cruisin girl friend r u give call hour home that alright fone fone love jenni xxx
ham,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..",160,life mean lot love life love peopl life world call friend call world ge
ham,"Dear,shall mail tonite.busy in the street,shall update you tonite.things are looking ok.varunnathu edukkukayee raksha ollu.but a good one in real sense.",152,dearshal mail tonitebusi streetshal updat toniteth look okvarunnathu edukkukaye raksha ollubut good one real sens
ham,Hey you told your name to gautham ah?,37,hey told name gautham ah
ham,Haf u found him? I feel so stupid da v cam was working.,55,haf u found feel stupid da v cam work
ham,Oops. 4 got that bit.,21,oop got bit
ham,Are you this much buzy,22,much buzi
ham,I accidentally deleted the message. Resend please.,50,accident delet messag resend pleas
spam,T-Mobile customer you may now claim your FREE CAMERA PHONE upgrade & a pay & go sim card for your loyalty. Call on 0845 021 3680.Offer ends 28thFeb.T&C's apply,159,tmobil custom may claim free camera phone upgrad pay go sim card loyalti call offer end thfebtc appli
ham,Unless it's a situation where YOU GO GURL would be more appropriate,67,unless situat go gurl would appropri
ham,Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL,153,hurt teas make cri end life die plz keep one rose grave say stupid miss u nice day bslvyl
ham,I cant pick the phone right now. Pls send a message,51,cant pick phone right pl send messag
ham,Need a coffee run tomo?Can't believe it's that time of week already,67,need coffe run tomoc believ time week alreadi
ham,"Awesome, I remember the last time we got somebody high for the first time with diesel :V",88,awesom rememb last time got somebodi high first time diesel v
ham,"Shit that is really shocking and scary, cant imagine for a second. Def up for night out. Do u think there is somewhere i could crash for night, save on taxi?",157,shit realli shock scari cant imagin second def night u think somewher could crash night save taxi
ham,Oh and by the way you do have more food in your fridge! Want to go out for a meal tonight?,90,oh way food fridg want go meal tonight
ham,He is a womdarfull actor,24,womdarful actor
spam,"SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE",146,sm ac blind date u rodd aberdeen unit kingdom check sm acwicmbcktzr blind date send hide
ham,Yup... From what i remb... I think should be can book...,56,yup remb think book
ham,Jos ask if u wana meet up?,26,jo ask u wana meet
ham,Lol yes. Our friendship is hanging on a thread cause u won't buy stuff.,71,lol ye friendship hang thread caus u wont buy stuff
spam,"TheMob> Check out our newest selection of content, Games, Tones, Gossip, babes and sport, Keep your mobile fit and funky text WAP to 82468",138,themob check newest select content game tone gossip babe sport keep mobil fit funki text wap
ham,Where are the garage keys? They aren't on the bookshelf,55,garag key arent bookshelf
ham,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy,156,today accept dayu accept brother sister lover dear best clo lvblefrnd jstfrnd cutefrnd lifpartnr belovd swtheart bstfrnd rpli mean enemi
spam,"Think ur smart ? Win �200 this week in our weekly quiz, text PLAY to 85222 now!T&Cs WinnersClub PO BOX 84, M26 3UZ. 16+. GBP1.50/week",133,think ur smart win � week weekli quiz text play nowtc winnersclub po box uz gbpweek
ham,He says he'll give me a call when his friend's got the money but that he's definitely buying before the end of the week,119,say hell give call friend got money he definit buy end week
ham,"Hi the way I was with u 2day, is the normal way&this is the real me. UR unique&I hope I know u 4 the rest of mylife. Hope u find wot was lost.",142,hi way u day normal waythi real ur uniquei hope know u rest mylif hope u find wot lost
ham,You made my day. Do have a great day too.,41,made day great day
ham,K.k:)advance happy pongal.,26,kkadvanc happi pongal
ham,"Hmmm... Guess we can go 4 kb n power yoga... Haha, dunno we can tahan power yoga anot... Thk got lo oso, forgot liao...",119,hmmm guess go kb n power yoga haha dunno tahan power yoga anot thk got lo oso forgot liao
